study_id,series_id,instance_number,x,y,w,h,side
7143189,1951927562,20,193.17238938053097,189.94407079646015,26.879999999999995,26.879999999999995,right
7143189,1951927562,21,156.81488735465115,191.65767441860464,26.879999999999995,26.879999999999995,left
8785691,2406919186,3,194.01762711864407,191.5769491525424,26.879999999999995,26.879999999999995,right
8785691,2406919186,3,159.1685889570552,192.93055214723924,26.879999999999995,26.879999999999995,left
8785691,2406919186,7,160.58208588957055,198.5845398773006,26.879999999999995,26.879999999999995,left
8785691,2406919186,8,193.6108474576271,198.08542372881357,26.879999999999995,26.879999999999995,right
8785691,2406919186,11,163.88024539877298,191.9882208588957,26.879999999999995,26.879999999999995,left
8785691,2406919186,12,191.7803389830508,191.9837288135593,26.879999999999995,26.879999999999995,right
8785691,2406919186,16,193.81423728813562,189.5430508474576,26.879999999999995,26.879999999999995,right
8785691,2406919186,17,161.99558282208588,184.920736196319,26.879999999999995,26.879999999999995,left
8785691,2406919186,20,196.0515254237288,187.71254237288136,26.879999999999995,26.879999999999995,right
8785691,2406919186,20,161.99558282208588,183.97840490797543,26.879999999999995,26.879999999999995,left
10728036,142859125,8,272.6359845559845,233.13791505791505,35.84000000000003,35.84000000000003,right
10728036,142859125,15,265.7170656370656,237.091583011583,35.84000000000003,35.84000000000003,right
10728036,142859125,20,260.7749806949807,238.07999999999998,35.84000000000003,35.84000000000003,right
10728036,142859125,27,255.83289575289575,229.1842471042471,35.84000000000003,35.839999999999975,right
10728036,142859125,33,262.75181467181466,225.23057915057916,35.84000000000003,35.839999999999975,right
10728036,2073726394,11,215.52006685768862,230.98926456542506,35.84000000000003,35.839999999999975,left
10728036,2073726394,18,216.49809933142313,238.32450811843358,35.839999999999975,35.84000000000003,left
10728036,2073726394,25,211.11892072588347,230.98926456542506,35.84000000000003,35.839999999999975,left
10728036,2073726394,33,216.98711556829033,224.14303724928368,35.84000000000003,35.839999999999975,left
10728036,2073726394,39,216.49809933142313,243.214670487106,35.839999999999975,35.84000000000003,left
11340341,1224932122,5,172.0537688442211,155.5001675041876,22.399999999999977,22.399999999999977,right
11340341,1224932122,6,137.62490948932927,155.54651567944254,22.399999999999977,22.399999999999977,left
11340341,1224932122,15,173.66180904522608,150.14003350083752,22.399999999999977,22.399999999999977,right
11340341,1224932122,15,140.41236593532233,150.52909407665507,22.399999999999977,22.399999999999977,left
11340341,1224932122,24,172.0537688442211,145.85192629815745,22.399999999999977,22.399999999999977,right
11340341,1224932122,24,142.08483980291814,145.5116724738676,22.399999999999977,22.399999999999977,left
11340341,1224932122,33,170.44572864321609,138.88375209380234,22.399999999999977,22.399999999999977,right
11340341,1224932122,33,135.95243562173346,141.60923344947736,22.399999999999977,22.399999999999977,left
11340341,1224932122,42,170.44572864321609,129.7715242881072,22.399999999999977,22.399999999999977,right
11340341,1224932122,42,134.83745304333624,129.90191637630664,22.399999999999977,22.399999999999977,left
11943292,403244853,7,135.49026548672566,152.0566371681416,22.399999999999977,22.399999999999977,left
11943292,403244853,8,169.3649717514124,152.86779661016948,22.399999999999977,22.399999999999977,right
11943292,403244853,15,132.66111111111113,143.46666666666667,22.399999999999977,22.399999999999977,left
11943292,403244853,16,168.00903954802257,143.60225988700563,22.399999999999977,22.399999999999977,right
11943292,403244853,24,129.8265486725664,142.99469026548672,22.399999999999977,22.399999999999977,left
11943292,403244853,25,170.72090395480225,138.85649717514124,22.399999999999977,22.399999999999977,right
11943292,3800798510,8,133.22477876106197,143.56106194690267,22.399999999999977,22.399999999999977,left
11943292,3800798510,9,164.39322033898304,139.9864406779661,22.399999999999977,22.399999999999977,right
11943292,3800798510,16,163.71525423728815,141.34237288135594,22.399999999999977,22.399999999999977,right
11943292,3800798510,16,132.0920353982301,144.12743362831858,22.399999999999977,22.399999999999977,left
13317052,2500166693,3,330.81428571428575,329.72355212355217,44.799999999999955,44.799999999999955,right
13317052,2500166693,3,252.8566371681416,329.6,44.79999999999998,44.799999999999955,left
13317052,2500166693,8,329.5787644787645,330.9590733590734,44.799999999999955,44.799999999999955,right
13317052,2500166693,8,253.98938053097342,326.20176991150447,44.79999999999998,44.799999999999955,left
13317052,2500166693,14,327.10772200772203,323.54594594594596,44.799999999999955,44.799999999999955,right
13317052,2500166693,15,255.1221238938053,311.47610619469026,44.79999999999998,44.799999999999955,left
13317052,2500166693,20,322.1656370656371,306.24864864864867,44.799999999999955,44.799999999999955,right
13317052,2500166693,20,253.98938053097342,300.1486725663717,44.79999999999998,44.799999999999955,left
13317052,2500166693,24,320.9301158301159,316.1328185328186,44.799999999999955,44.799999999999955,right
13317052,2500166693,25,249.45840707964604,304.67964601769916,44.79999999999998,44.799999999999955,left
22191399,3687121182,12,169.1556771545828,157.33625170998639,22.399999999999977,22.399999999999977,right
22191399,3687121182,12,134.4980451233184,152.8896839090527,22.399999999999977,22.399999999999977,left
22191399,3687121182,20,133.06306754484305,155.75963906600336,22.399999999999977,22.399999999999977,left
22191399,3687121182,21,164.77811217510262,158.6495212038304,22.399999999999977,22.399999999999977,right
22191399,3687121182,27,140.23795543721974,151.0242196258408,22.399999999999977,22.399999999999977,left
22191399,3687121182,29,166.9668946648427,156.89849521203834,22.399999999999977,22.399999999999977,right
22191399,3687121182,37,143.10791059417042,147.43677567965247,22.399999999999977,22.399999999999977,left
22191399,3687121182,38,164.3403556771546,153.8341997264022,22.399999999999977,22.399999999999977,right
22191399,3687121182,45,137.36800028026906,155.32915236126684,22.399999999999977,22.399999999999977,left
22191399,3687121182,46,163.02708618331056,156.89849521203834,22.399999999999977,22.399999999999977,right
26342422,307069509,3,160.83830369357048,161.2760601915185,22.399999999999977,22.399999999999977,right
26342422,307069509,8,161.7138166894665,160.83830369357048,22.399999999999977,22.399999999999977,right
26342422,307069509,13,163.02708618331056,161.2760601915185,22.399999999999977,22.399999999999977,right
26342422,307069509,18,166.9668946648427,155.14746922024625,22.399999999999977,22.399999999999977,right
26342422,307069509,23,161.7138166894665,156.46073871409033,22.399999999999977,22.399999999999977,right
26342422,1679014482,7,131.7278433476395,160.86410944206008,22.399999999999977,22.399999999999977,left
26342422,1679014482,14,134.47462446351932,150.22033261802576,22.399999999999977,22.399999999999977,left
26342422,1679014482,21,134.8179721030043,138.88986051502147,22.399999999999977,22.399999999999977,left
26342422,1679014482,27,133.78792918454937,138.54651287553648,22.399999999999977,22.399999999999977,left
26342422,1679014482,34,133.10123390557942,152.6237660944206,22.399999999999977,22.399999999999977,left
29931867,231278500,6,199.309658002736,193.00596443228451,26.879999999999995,26.879999999999995,right
29931867,231278500,12,197.20842681258551,186.7022708618331,26.879999999999995,26.879999999999995,right
29931867,231278500,18,191.9553488372093,184.60103967168266,26.879999999999995,26.879999999999995,right
29931867,231278500,23,187.75288645690836,177.24673050615596,26.879999999999995,26.879999999999995,right
29931867,2261718442,8,157.77400820793437,151.64541723666213,22.399999999999977,22.399999999999977,right
29931867,2261718442,8,127.21516491639478,144.62381729200655,22.39999999999999,22.399999999999977,left
29931867,2261718442,13,128.25921059339316,144.62381729200655,22.399999999999977,22.399999999999977,left
29931867,2261718442,18,136.61157600938012,144.62381729200655,22.399999999999977,22.399999999999977,left
29931867,2261718442,23,135.04550749388255,140.96965742251226,22.399999999999977,22.399999999999977,left
29931867,2261718442,29,129.30325627039153,144.62381729200655,22.399999999999977,22.399999999999977,left
33736057,1847558962,2,176.53297297297297,192.13172557172555,26.879999999999995,26.879999999999995,left
33736057,1847558962,3,218.31929203539823,193.6821238938053,26.879999999999995,26.879999999999995,right
33736057,1847558962,6,212.20247787610617,199.79893805309732,26.879999999999995,26.879999999999995,right
33736057,1847558962,6,173.33962577962575,196.92174636174641,26.879999999999995,26.879999999999995,left
33736057,1847558962,11,206.7653097345133,195.04141592920357,26.879999999999995,26.879999999999995,right
33736057,1847558962,11,170.14627858627856,192.13172557172555,26.879999999999995,26.879999999999995,left
33736057,1847558962,16,202.68743362831856,186.20601769911505,26.879999999999995,26.879999999999995,right
33736057,1847558962,16,171.74295218295217,188.1400415800416,26.879999999999995,26.879999999999995,left
33736057,1847558962,20,204.7263716814159,181.44849557522124,26.879999999999995,26.879999999999995,right
33736057,1847558962,21,173.33962577962575,186.543367983368,26.879999999999995,26.879999999999995,left
38281420,1178941473,3,191.49720565149133,188.5066248037677,26.879999999999995,26.879999999999995,right
38281420,1178941473,3,160.79690987124465,188.36343850590129,26.879999999999995,26.879999999999995,left
38281420,1178941473,9,189.08590266875981,186.698147566719,26.879999999999995,26.879999999999995,right
38281420,1178941473,9,161.12652360515023,185.72652863465663,26.879999999999995,26.879999999999995,left
38281420,1178941473,16,189.08590266875981,178.25858712715856,26.879999999999995,26.879999999999995,right
38281420,1178941473,16,160.79690987124465,176.49734408530045,26.879999999999995,26.879999999999995,left
38281420,1178941473,22,186.07177394034537,172.83315541601252,26.879999999999995,26.879999999999995,right
38281420,1178941473,23,161.78575107296138,169.57545567328327,26.879999999999995,26.879999999999995,left
38281420,1178941473,28,185.42279434850863,173.6168288854003,26.879999999999995,26.879999999999995,right
38281420,1178941473,28,168.04841201716735,168.58661447156652,26.879999999999995,26.879999999999995,left
40745534,1395478236,18,171.17288135593216,161.00338983050847,22.399999999999977,22.399999999999977,right
40745534,1395478236,18,134.47047817047817,163.43617463617466,22.399999999999977,22.399999999999977,left
40745534,1395478236,25,166.4271186440678,158.1220338983051,22.399999999999977,22.399999999999977,right
40745534,1395478236,26,126.48711018711019,159.44449064449066,22.39999999999999,22.399999999999977,left
40745534,1395478236,34,160.00217934301344,156.94463573391155,22.399999999999977,22.399999999999977,right
40745534,1395478236,34,130.47879417879417,156.78336798336798,22.399999999999977,22.399999999999977,left
40745534,1395478236,43,159.13898305084746,156.25762711864408,22.399999999999977,22.399999999999977,right
40745534,1395478236,44,140.45800415800417,156.78336798336798,22.399999999999977,22.399999999999977,left
40745534,1395478236,52,167.10508474576272,153.71525423728815,22.399999999999977,22.399999999999977,right
40745534,1395478236,53,139.7927234927235,152.791683991684,22.399999999999977,22.399999999999977,left
41477684,3749739759,3,232.3824924471299,226.9944008056395,35.84000000000003,35.839999999999975,left
41477684,3749739759,4,263.9287609329446,221.6601749271137,35.84000000000003,35.839999999999975,right
41477684,3749739759,9,260.9433381924198,219.4211078717201,35.84000000000003,35.84000000000003,right
41477684,3749739759,9,228.25761832829807,218.74465256797583,35.84000000000003,35.84000000000003,left
41477684,3749739759,14,266.9141836734694,217.9283965014577,35.84000000000003,35.84000000000003,right
41477684,3749739759,14,232.62739425981874,224.54525679758308,35.84000000000003,35.84000000000003,left
41477684,3749739759,19,260.9433381924198,214.94297376093294,35.84000000000003,35.839999999999975,right
41477684,3749739759,19,230.30715256797583,220.67818731117825,35.84000000000003,35.839999999999975,left
41477684,3749739759,25,233.40080815709968,205.98332326283986,35.84000000000003,35.84000000000003,left
41477684,3749739759,26,270.64596209912537,205.24034985422742,35.84000000000003,35.839999999999975,right
44060036,2320605986,4,315.2465661641541,300.28006700167504,44.799999999999955,44.799999999999955,right
44060036,2320605986,4,274.2666408572845,297.17879088206143,44.799999999999955,44.799999999999955,left
44060036,2320605986,8,310.95845896147404,301.35209380234505,44.799999999999955,44.799999999999955,right
44060036,2320605986,8,269.19230983647174,302.8874132804757,44.799999999999955,44.799999999999955,left
44060036,2320605986,13,316.3185929648241,301.35209380234505,44.799999999999955,44.799999999999955,right
44060036,2320605986,13,264.11797881565906,299.7159563924677,44.799999999999955,44.799999999999955,left
44060036,3055212151,7,324.7587269681742,269.14440823911224,38.639999999999986,44.799999999999955,right
44060036,3055212151,7,276.42037232806695,267.4800988179601,38.639999999999986,44.799999999999955,right
44060036,3055212151,12,319.3985929648241,259.4961670330821,38.639999999999986,44.799999999999955,right
44060036,3055212151,13,275.8255767890335,249.6362326469563,38.639999999999986,44.79999999999998,right
46494080,1543341132,3,260.1969825072886,241.81177842565597,35.84000000000003,35.84000000000003,right
46494080,1543341132,3,218.57852161500813,248.10283849918437,35.839999999999975,35.84000000000003,left
46494080,1543341132,9,263.9287609329446,241.0654227405248,35.84000000000003,35.84000000000003,right
46494080,1543341132,9,218.57852161500813,246.4323654159869,35.839999999999975,35.84000000000003,left
46494080,1543341132,13,266.9141836734694,242.55813411078714,35.84000000000003,35.84000000000003,right
46494080,1543341132,13,225.2604139477977,244.76189233278956,35.839999999999975,35.84000000000003,left
52397721,3220885418,12,352.3195622435021,360.19917920656644,44.799999999999955,44.799999999999955,right
52397721,3220885418,13,265.78308048691866,358.0561246650164,44.799999999999955,44.799999999999955,left
52397721,3220885418,21,347.0664842681259,341.81340629274973,44.799999999999955,44.799999999999955,right
52397721,3220885418,21,263.2900572311047,339.35845024641173,44.799999999999955,44.799999999999955,left
52397721,3220885418,31,336.5603283173735,319.05006839945287,44.799999999999955,44.799999999999955,right
52397721,3220885418,31,255.18773164970932,314.42821768827224,44.79999999999998,44.799999999999955,left
52397721,3220885418,39,320.80109439124493,310.2949384404925,44.799999999999955,44.799999999999955,right
52397721,3220885418,40,245.83889444040702,306.94914792083034,44.79999999999998,44.799999999999955,left
52397721,3220885418,48,316.4235294117648,270.021340629275,44.799999999999955,44.799999999999955,right
52397721,3220885418,48,225.89470839389534,267.6840316417606,44.79999999999998,44.799999999999955,left
52695609,3778925627,7,132.56452830188678,132.80603773584906,17.920000000000016,17.920000000000016,right
52695609,3778925627,14,132.08150943396225,119.7645283018868,17.920000000000016,17.920000000000016,right
52695609,3778925627,19,134.97962264150942,127.00981132075472,17.920000000000016,17.920000000000016,right
52695609,3778925627,26,132.56452830188678,118.31547169811319,17.920000000000016,17.920000000000016,right
52695609,3778925627,33,134.4966037735849,116.3833962264151,17.920000000000016,17.919999999999987,right
52695609,3993996421,16,260.2551856782511,272.8638600056054,35.84000000000003,35.84000000000003,right
52695609,3993996421,23,251.07132917600893,243.0163263733184,35.84000000000003,35.84000000000003,right
52695609,3993996421,30,221.22379554372202,223.50063130605383,35.839999999999975,35.84000000000003,left
52695609,3993996421,38,224.66774173206278,228.09255955717487,35.84000000000003,35.84000000000003,left
52695609,3993996421,44,218.92783141816142,276.3078061939462,35.84000000000003,35.84000000000003,left
53418228,1921001089,7,137.14674107142858,137.1657142857143,19.04000000000002,19.04000000000002,right
53418228,1921001089,8,114.8008669075688,137.7847990819785,19.039999999999992,19.04000000000002,left
53418228,1921001089,12,136.66102678571428,128.90857142857143,19.04000000000002,19.04000000000002,right
53418228,1921001089,12,118.84353145231024,131.31653581039222,19.040000000000006,19.04000000000002,left
53418228,1921001089,17,142.9753125,128.42285714285714,19.04000000000002,19.04000000000002,right
53418228,1921001089,17,122.07766308810339,130.10373644696978,19.040000000000006,19.04000000000002,left
53418228,1921001089,23,152.20388392857143,134.73714285714286,19.04000000000002,19.04000000000002,right
53418228,1921001089,23,128.1416599052155,137.7847990819785,19.04000000000002,19.04000000000002,right
53418228,1921001089,29,155.11816964285714,141.53714285714287,19.04000000000002,19.04000000000002,right
53418228,1921001089,29,133.39712381337935,146.27439462593549,19.04000000000002,19.04000000000002,right
58813022,302608236,15,140.59499999999997,137.96210526315787,20.160000000000025,20.160000000000025,right
58813022,302608236,15,118.34325477733013,139.4901219512195,20.16000000000001,20.160000000000025,left
58813022,302608236,21,142.61605263157892,131.89894736842103,20.160000000000025,20.160000000000025,right
58813022,302608236,21,121.35370773900262,132.46573170731705,20.16000000000001,20.160000000000025,left
58813022,302608236,27,142.11078947368418,137.45684210526315,20.160000000000025,20.160000000000025,right
58813022,302608236,27,120.35022341844511,137.98489547038326,20.16000000000001,20.160000000000025,left
58813022,302608236,39,142.11078947368418,141.49894736842103,20.160000000000025,20.160000000000025,right
58813022,302608236,40,121.85544989928137,138.98837979094074,20.16000000000001,20.160000000000025,left
58813022,302608236,45,143.62657894736842,146.04631578947368,20.160000000000025,20.160000000000025,right
58813022,302608236,45,121.35370773900262,147.0162543554007,20.16000000000001,20.160000000000025,left
59576878,2414228193,3,331.49830508474577,298.2779661016949,44.799999999999955,44.799999999999955,right
59576878,2414228193,3,270.32263948497854,300.44066523605153,44.799999999999955,44.799999999999955,left
59576878,2414228193,7,326.07457627118646,295.56610169491523,44.799999999999955,44.799999999999955,right
59576878,2414228193,7,273.7561158798283,297.00718884120175,44.799999999999955,44.799999999999955,left
59576878,2414228193,11,273.7561158798283,266.7925965665236,44.799999999999955,44.799999999999955,left
59576878,2414228193,12,322.6847457627119,263.7016949152542,44.799999999999955,44.799999999999955,right
59576878,2414228193,15,319.2949152542373,289.46440677966103,44.799999999999955,44.799999999999955,right
59576878,2414228193,15,284.0565450643777,290.14023605150214,44.799999999999955,44.799999999999955,left
59576878,2414228193,18,332.8542372881356,299.63389830508476,44.799999999999955,44.799999999999955,right
59576878,2414228193,19,279.24967811158797,307.3076180257511,44.799999999999955,44.799999999999955,left
60612428,3446457669,3,329.86081258191354,294.6642201834863,44.799999999999955,44.799999999999955,right
60612428,3446457669,3,265.849581239531,286.3437185929648,44.799999999999955,44.799999999999955,left
60612428,3446457669,8,339.08754914809964,319.8280471821757,44.799999999999955,44.799999999999955,right
60612428,3446457669,8,272.2817420435511,307.7842546063652,44.799999999999955,44.799999999999955,left
60612428,3446457669,14,338.24875491481004,301.37457404980347,44.799999999999955,44.799999999999955,right
60612428,3446457669,14,275.49782244556116,298.136013400335,44.799999999999955,44.799999999999955,left
60612428,3446457669,19,278.7139028475712,304.5681742043551,44.799999999999955,44.799999999999955,left
60612428,3446457669,20,337.4099606815204,308.92372214941025,44.799999999999955,44.799999999999955,right
60612428,3446457669,26,331.5384010484928,301.37457404980347,44.799999999999955,44.799999999999955,right
60612428,3446457669,27,271.2097152428811,301.35209380234505,44.799999999999955,44.799999999999955,left
63725508,1069611138,5,136.0566371681416,161.6849557522124,22.399999999999977,22.399999999999977,left
63725508,1069611138,6,161.47924528301888,155.13962264150945,22.399999999999977,22.399999999999977,right
63725508,1069611138,14,133.22477876106197,147.52566371681417,22.399999999999977,22.399999999999977,left
63725508,1069611138,15,153.6301886792453,141.8566037735849,22.399999999999977,22.399999999999977,right
63725508,1069611138,21,156.04528301886793,140.04528301886793,22.399999999999977,22.399999999999977,right
63725508,1069611138,21,128.12743362831858,143.56106194690267,22.399999999999977,22.399999999999977,left
63725508,1389849895,12,139.45486725663716,173.57876106194692,22.399999999999977,22.399999999999977,left
63725508,1389849895,13,164.4981132075472,172.6490566037736,22.399999999999977,22.399999999999977,right
63725508,1389849895,20,136.0566371681416,169.04778761061948,22.399999999999977,22.399999999999977,left
63725508,1389849895,21,160.87547169811322,167.21509433962265,22.399999999999977,22.399999999999977,right
64092030,1924652166,4,265.7189380530973,254.61805309734513,35.84000000000003,35.84000000000003,right
64092030,1924652166,4,217.0157142857143,246.30857142857144,35.839999999999975,35.84000000000003,left
64092030,1924652166,8,259.37557522123893,241.93132743362833,35.84000000000003,35.84000000000003,right
64092030,1924652166,9,216.10142857142858,243.56571428571425,35.839999999999975,35.84000000000003,left
64092030,1924652166,13,264.81274336283184,233.7755752212389,35.84000000000003,35.84000000000003,right
64092030,1924652166,13,211.52999999999997,236.25142857142856,35.84000000000003,35.839999999999975,left
69086098,475539618,5,320.1667189952904,319.20125588697016,44.799999999999955,44.799999999999955,right
69086098,475539618,5,246.78308261700093,321.1339063992359,44.79999999999998,44.799999999999955,left
69086098,475539618,12,320.1667189952904,321.2106750392465,44.799999999999955,44.799999999999955,right
69086098,475539618,13,249.83943409742122,320.52263610315185,44.79999999999998,44.799999999999955,left
69086098,475539618,21,312.12904238618523,320.2059654631083,44.799999999999955,44.799999999999955,right
69086098,475539618,21,254.1183261700095,316.2437440305635,44.79999999999998,44.799999999999955,left
69086098,475539618,29,312.12904238618523,311.163579277865,44.799999999999955,44.799999999999955,right
69086098,475539618,29,250.45070439350522,313.79866284622733,44.79999999999998,44.799999999999955,left
69086098,475539618,38,310.11962323390895,320.2059654631083,44.799999999999955,44.799999999999955,right
69086098,475539618,38,238.22529847182423,319.91136580706785,44.79999999999998,44.799999999999955,left
70878995,3493432031,6,243.18515912897817,291.9916917922948,31.360000000000014,31.360000000000014,right
70878995,3493432031,6,190.90523592085236,291.851202435312,31.360000000000014,31.360000000000014,left
70878995,3493432031,13,233.42971524288106,274.7320603015075,31.360000000000014,31.360000000000014,right
70878995,3493432031,13,191.5871232876712,268.6670319634704,31.360000000000014,31.360000000000014,left
70878995,3493432031,24,233.42971524288106,249.9682412060301,31.360000000000014,31.360000000000014,right
70878995,3493432031,24,190.90523592085236,247.5285235920852,31.360000000000014,31.360000000000014,left
70878995,3493432031,30,196.36033485540332,221.61680365296803,31.360000000000014,31.360000000000014,left
70878995,3493432031,31,224.42469011725288,216.1993969849246,31.360000000000014,31.360000000000014,right
70878995,3493432031,37,228.92720268006698,222.95316582914566,31.359999999999985,31.360000000000014,right
70878995,3493432031,37,186.8139117199391,225.02624048706238,31.360000000000014,31.359999999999985,left
71973234,1858127754,10,165.69740750356664,174.531766080008,22.399999999999977,22.399999999999977,right
71973234,1858127754,10,134.68921282798837,179.12069970845485,22.399999999999977,22.399999999999977,left
71973234,1858127754,16,159.22006611383856,165.17560629484518,22.399999999999977,22.399999999999977,right
71973234,1858127754,16,129.5580174927114,168.8583090379009,22.399999999999977,22.399999999999977,left
71973234,1858127754,22,165.69740750356664,159.05811720454642,22.399999999999977,22.399999999999977,right
71973234,1858127754,22,141.21982507288632,158.59591836734697,22.399999999999977,22.399999999999977,left
71973234,1858127754,28,177.57253338473484,166.97486779199187,22.399999999999977,22.399999999999977,right
71973234,1858127754,28,155.21399416909622,166.5259475218659,22.399999999999977,22.399999999999977,right
71973234,1858127754,34,186.5688408704683,179.56969827201877,22.399999999999977,22.399999999999977,right
71973234,1858127754,34,156.61341107871723,179.12069970845485,22.399999999999977,22.399999999999977,right
73783367,1885677897,11,278.08906002265,254.31556058890146,35.84000000000003,35.84000000000003,right
73783367,1885677897,11,215.2312123197903,242.44173001310617,35.839999999999975,35.84000000000003,left
73783367,1885677897,18,278.47562098905246,245.42465836164587,35.84000000000003,35.84000000000003,right
73783367,1885677897,18,223.28363695937088,239.75758846657925,35.84000000000003,35.84000000000003,left
73783367,1885677897,23,260.3072555681389,233.44126840317102,35.84000000000003,35.839999999999975,right
73783367,1885677897,23,214.56017693315857,233.04723460026207,35.84000000000003,35.84000000000003,left
73783367,1885677897,29,233.24798791996977,217.20570781426954,35.84000000000003,35.84000000000003,left
73783367,1885677897,30,189.73186762778505,214.92927916120578,35.84000000000003,35.839999999999975,left
73783367,1885677897,35,235.18079275198187,217.20570781426954,35.84000000000003,35.84000000000003,left
73783367,1885677897,35,186.37669069462646,218.28445609436437,35.84000000000003,35.84000000000003,left
74294498,3742439825,12,135.46776750330253,167.1883751651255,22.399999999999977,22.399999999999977,left
74294498,3742439825,13,166.30943396226417,166.61132075471698,22.399999999999977,22.399999999999977,right
74294498,3742439825,21,162.08301886792455,161.17735849056604,22.399999999999977,22.399999999999977,right
74294498,3742439825,21,133.3541611624835,165.0747688243065,22.399999999999977,22.399999999999977,left
74294498,3742439825,29,156.6490566037736,155.74339622641511,22.399999999999977,22.399999999999977,right
74294498,3742439825,29,129.12694848084544,157.04306472919419,22.399999999999977,22.399999999999977,left
74294498,3742439825,37,161.47924528301888,152.12075471698114,22.399999999999977,22.399999999999977,right
74294498,3742439825,37,136.31321003963012,151.97040951122855,22.399999999999977,22.399999999999977,left
74294498,3742439825,46,168.12075471698114,139.44150943396227,22.399999999999977,22.399999999999977,right
74294498,3742439825,46,137.10555555555555,144.8,22.399999999999977,22.399999999999977,left
74782131,3401861580,5,333.64272959183677,361.0402332361517,44.799999999999955,44.799999999999955,right
74782131,3401861580,5,269.1494137353434,362.457621440536,44.799999999999955,44.799999999999955,left
74782131,3401861580,13,328.9780065597668,331.18600583090387,44.799999999999955,44.799999999999955,right
74782131,3401861580,14,273.43752093802345,335.65695142378564,44.799999999999955,44.799999999999955,left
74782131,3401861580,22,328.9780065597668,331.18600583090387,44.799999999999955,44.799999999999955,right
74782131,3401861580,22,272.36549413735344,328.15276381909547,44.799999999999955,44.799999999999955,left
74782131,3401861580,30,314.0980976676385,278.988227268586,42.559999999999945,42.56000000000006,right
74782131,3401861580,31,247.54453936348406,280.1739363484087,42.559999999999974,42.56000000000006,left
75336136,3843947211,7,174.14929356357928,179.4436420722135,22.399999999999977,22.399999999999977,right
75336136,3843947211,7,150.03626373626375,183.46248037676608,22.399999999999977,22.399999999999977,right
75336136,3843947211,14,168.62339089481947,173.41538461538462,22.399999999999977,22.399999999999977,right
75336136,3843947211,14,149.53390894819466,170.90361067503926,22.399999999999977,22.399999999999977,right
75336136,3843947211,20,176.15871271585561,162.363579277865,22.399999999999977,22.399999999999977,right
75336136,3843947211,21,156.06452119309262,165.37770800627945,22.399999999999977,22.399999999999977,right
75336136,3843947211,31,174.14929356357928,154.82825745682888,22.399999999999977,22.399999999999977,right
75336136,3843947211,31,159.58100470957615,153.32119309262166,22.399999999999977,22.399999999999977,right
75336136,3843947211,36,183.69403453689168,159.85180533751964,22.399999999999977,22.399999999999977,right
75336136,3843947211,37,156.06452119309262,155.83296703296705,22.399999999999977,22.399999999999977,right
76438935,2212277614,3,267.888935920047,254.45436618165786,35.84000000000003,35.84000000000003,right
