study_id,series_id,general_path_to_Axial,general_path_to_Sagittal_T1,general_path_to_Sagittal_T2
182843007,780324614,train_images/182843007/780324614,train_images/182843007/1201684178,train_images/182843007/2327702233
183230492,1209170805,train_images/183230492/1209170805,train_images/183230492/1311137145,train_images/183230492/272939689
185510290,173572598,train_images/185510290/173572598,train_images/185510290/1468777659,train_images/185510290/3800866193
189160688,2459939517,train_images/189160688/2459939517,train_images/189160688/2597938307,train_images/189160688/3245589659
189207389,2229074756,train_images/189207389/2229074756,train_images/189207389/3832781092,train_images/189207389/1608599413
189360935,3422460025,train_images/189360935/3422460025,train_images/189360935/122094537,train_images/189360935/1647630648
191717032,4216003866,train_images/191717032/4216003866,train_images/191717032/2365863654,train_images/191717032/2854475493
198104941,1911997887,train_images/198104941/1911997887,train_images/198104941/3000797596,train_images/198104941/3801508035
200354973,1053205926,train_images/200354973/1053205926,train_images/200354973/3923394101,train_images/200354973/2579324362
200852737,1543348619,train_images/200852737/1543348619,train_images/200852737/1245673975,train_images/200852737/680111404
206642334,4061704600,train_images/206642334/4061704600,train_images/206642334/1498269451,train_images/206642334/3618533469
208289456,4140564625,train_images/208289456/4140564625,train_images/208289456/1491690538,train_images/208289456/2181530405
209512460,844601959,train_images/209512460/844601959,train_images/209512460/3619813,train_images/209512460/2410247502
211314658,1772444158,train_images/211314658/1772444158,train_images/211314658/1724042057,train_images/211314658/931347240
211713723,428690015,train_images/211713723/428690015,train_images/211713723/2105300160,train_images/211713723/110627986
213335325,1153454550,train_images/213335325/1153454550,train_images/213335325/1062372272,train_images/213335325/858832151
215111925,1936473407,train_images/215111925/1936473407,train_images/215111925/1633670525,train_images/215111925/1430421856
215149692,1842824924,train_images/215149692/1842824924,train_images/215149692/3616526674,train_images/215149692/2429010885
215788128,902653203,train_images/215788128/902653203,train_images/215788128/1303294093,train_images/215788128/2134295614
218109857,486016786,train_images/218109857/486016786,train_images/218109857/1783079607,train_images/218109857/1066112297
220887739,3266284944,train_images/220887739/3266284944,train_images/220887739/1377828040,train_images/220887739/2692516177
222523001,2793623501,train_images/222523001/2793623501,train_images/222523001/3965031282,train_images/222523001/1354237327
224965813,2221482978,train_images/224965813/2221482978,train_images/224965813/1069076236,train_images/224965813/529911742
227532076,982828999,train_images/227532076/982828999,train_images/227532076/1266383365,train_images/227532076/1235364287
228290246,983684394,train_images/228290246/983684394,train_images/228290246/979977423,train_images/228290246/2749944059
231335311,55066511,train_images/231335311/55066511,train_images/231335311/2776198760,train_images/231335311/571181908
233281390,852306180,train_images/233281390/852306180,train_images/233281390/1722017842,train_images/233281390/1427005473
233373921,51830335,train_images/233373921/51830335,train_images/233373921/3705857382,train_images/233373921/1094000827
241354569,2926168726,train_images/241354569/2926168726,train_images/241354569/3992815930,train_images/241354569/3138925392
245660566,2628841096,train_images/245660566/2628841096,train_images/245660566/2968145088,train_images/245660566/1542752562
247968996,3356302344,train_images/247968996/3356302344,train_images/247968996/256361821,train_images/247968996/2400322898
253661040,1524856481,train_images/253661040/1524856481,train_images/253661040/3840233838,train_images/253661040/1331615687
256201877,132317290,train_images/256201877/132317290,train_images/256201877/240589199,train_images/256201877/1420537655
258027917,212868424,train_images/258027917/212868424,train_images/258027917/3893961572,train_images/258027917/3475702199
259346069,82212269,train_images/259346069/82212269,train_images/259346069/1515454068,train_images/259346069/206085699
262749243,3127851523,train_images/262749243/3127851523,train_images/262749243/3110175747,train_images/262749243/1544797071
264945797,3695845416,train_images/264945797/3695845416,train_images/264945797/3707159001,train_images/264945797/894898146
265570475,4166415456,train_images/265570475/4166415456,train_images/265570475/2739997362,train_images/265570475/860443266
267842058,722235074,train_images/267842058/722235074,train_images/267842058/894248358,train_images/267842058/2575571960
267989673,1572005029,train_images/267989673/1572005029,train_images/267989673/1002625971,train_images/267989673/4089185953
269259654,3937773383,train_images/269259654/3937773383,train_images/269259654/3460617829,train_images/269259654/4180619149
270031150,3348242130,train_images/270031150/3348242130,train_images/270031150/1701027646,train_images/270031150/2467194885
271796630,491744168,train_images/271796630/491744168,train_images/271796630/3028681025,train_images/271796630/492458559
273701476,2647412037,train_images/273701476/2647412037,train_images/273701476/3679931309,train_images/273701476/4184936441
276432797,1497279722,train_images/276432797/1497279722,train_images/276432797/3144036174,train_images/276432797/4161749272
282036903,950922658,train_images/282036903/950922658,train_images/282036903/968959807,train_images/282036903/2123312457
283265383,4035224131,train_images/283265383/4035224131,train_images/283265383/1272992899,train_images/283265383/221289021
286903519,226555729,train_images/286903519/226555729,train_images/286903519/1527285578,train_images/286903519/1921917205
287921610,120457103,train_images/287921610/120457103,train_images/287921610/3394005786,train_images/287921610/543833613
289846404,1791777852,train_images/289846404/1791777852,train_images/289846404/2682814802,train_images/289846404/3827692461
293713262,4093479077,train_images/293713262/4093479077,train_images/293713262/3229029314,train_images/293713262/3451027225
296083289,1686965685,train_images/296083289/1686965685,train_images/296083289/4018539829,train_images/296083289/578994413
296284854,3837318624,train_images/296284854/3837318624,train_images/296284854/3150350750,train_images/296284854/739430108
296314829,1382866353,train_images/296314829/1382866353,train_images/296314829/3788461309,train_images/296314829/3463650248
305101752,1370998625,train_images/305101752/1370998625,train_images/305101752/447968396,train_images/305101752/1882093736
305152236,1913208593,train_images/305152236/1913208593,train_images/305152236/1523080825,train_images/305152236/2421706412
305320071,3350746151,train_images/305320071/3350746151,train_images/305320071/4215264392,train_images/305320071/1987777828
305402206,3034291645,train_images/305402206/3034291645,train_images/305402206/2036914117,train_images/305402206/140932869
308645397,478685533,train_images/308645397/478685533,train_images/308645397/1852511360,train_images/308645397/860416824
309197706,3283461974,train_images/309197706/3283461974,train_images/309197706/3367513091,train_images/309197706/383794398
309209456,3835701462,train_images/309209456/3835701462,train_images/309209456/3461270697,train_images/309209456/1573423074
311205484,1144190703,train_images/311205484/1144190703,train_images/311205484/388608764,train_images/311205484/2951342810
314041963,3384935415,train_images/314041963/3384935415,train_images/314041963/2190516057,train_images/314041963/277371578
316662180,1995942087,train_images/316662180/1995942087,train_images/316662180/2433314690,train_images/316662180/2388218100
322285839,2784095562,train_images/322285839/2784095562,train_images/322285839/656454604,train_images/322285839/3217130524
324739602,2236351121,train_images/324739602/2236351121,train_images/324739602/1044930265,train_images/324739602/780285307
325485990,2137476871,train_images/325485990/2137476871,train_images/325485990/3882396085,train_images/325485990/4123874213
326589617,1157906303,train_images/326589617/1157906303,train_images/326589617/2373480199,train_images/326589617/2136946407
329807127,1404320608,train_images/329807127/1404320608,train_images/329807127/386603676,train_images/329807127/4192978228
330764538,2525428588,train_images/330764538/2525428588,train_images/330764538/1586881364,train_images/330764538/2103983898
330993169,4122542386,train_images/330993169/4122542386,train_images/330993169/3676394728,train_images/330993169/620645581
331605392,2616653576,train_images/331605392/2616653576,train_images/331605392/1630215753,train_images/331605392/2248038535
331970469,2858121465,train_images/331970469/2858121465,train_images/331970469/1164534521,train_images/331970469/538044249
332284668,2470971340,train_images/332284668/2470971340,train_images/332284668/1754494354,train_images/332284668/4277644621
335455502,790180412,train_images/335455502/790180412,train_images/335455502/638270485,train_images/335455502/998918807
336305686,557545610,train_images/336305686/557545610,train_images/336305686/2742389399,train_images/336305686/453077851
339664659,3537936889,train_images/339664659/3537936889,train_images/339664659/3522912493,train_images/339664659/3223183550
341051344,2776286688,train_images/341051344/2776286688,train_images/341051344/4092207102,train_images/341051344/1457442793
341058399,1917071071,train_images/341058399/1917071071,train_images/341058399/3053174861,train_images/341058399/3701949159
344269999,2102157830,train_images/344269999/2102157830,train_images/344269999/3024542923,train_images/344269999/2933376913
344297746,4071243326,train_images/344297746/4071243326,train_images/344297746/2541114970,train_images/344297746/2116827468
347228139,288948891,train_images/347228139/288948891,train_images/347228139/3123114360,train_images/347228139/4138247690
349723373,2970237148,train_images/349723373/2970237148,train_images/349723373/2306765603,train_images/349723373/3869454864
358286753,206625568,train_images/358286753/206625568,train_images/358286753/1392934798,train_images/358286753/4144723093
364930790,1573272533,train_images/364930790/1573272533,train_images/364930790/2294821327,train_images/364930790/627190212
366818079,2585365177,train_images/366818079/2585365177,train_images/366818079/865993574,train_images/366818079/2920449844
368044905,3578993247,train_images/368044905/3578993247,train_images/368044905/2346455131,train_images/368044905/186083502
368848859,2911546744,train_images/368848859/2911546744,train_images/368848859/2056393321,train_images/368848859/1677063719
372642770,2443084765,train_images/372642770/2443084765,train_images/372642770/3219861089,train_images/372642770/1416772288
375720624,2303379942,train_images/375720624/2303379942,train_images/375720624/1243311650,train_images/375720624/2223891863
375877945,2673164833,train_images/375877945/2673164833,train_images/375877945/2194275302,train_images/375877945/3640321118
376048062,13832327,train_images/376048062/13832327,train_images/376048062/687061133,train_images/376048062/3605287939
376657226,1341167394,train_images/376657226/1341167394,train_images/376657226/3236000475,train_images/376657226/2186355084
376723024,731802299,train_images/376723024/731802299,train_images/376723024/3242791665,train_images/376723024/9334563
377474930,4219904976,train_images/377474930/4219904976,train_images/377474930/3788133615,train_images/377474930/2668009971
377653138,1568250981,train_images/377653138/1568250981,train_images/377653138/595689854,train_images/377653138/324346896
379677390,1157466170,train_images/379677390/1157466170,train_images/379677390/1037052662,train_images/379677390/3918135669
385414562,1803218037,train_images/385414562/1803218037,train_images/385414562/3286322845,train_images/385414562/390534816
387445557,56959603,train_images/387445557/56959603,train_images/387445557/187379145,train_images/387445557/196275181
389494496,4196685981,train_images/389494496/4196685981,train_images/389494496/60315474,train_images/389494496/1479991359
390498354,953491872,train_images/390498354/953491872,train_images/390498354/3613440209,train_images/390498354/4051330926
391103067,1771893480,train_images/391103067/1771893480,train_images/391103067/3707725327,train_images/391103067/4238653348
395898502,2306880371,train_images/395898502/2306880371,train_images/395898502/369410970,train_images/395898502/317903133
396152094,482540905,train_images/396152094/482540905,train_images/396152094/3254795567,train_images/396152094/1232472438
396842952,2252437511,train_images/396842952/2252437511,train_images/396842952/677967983,train_images/396842952/3024868909
404602713,3939606803,train_images/404602713/3939606803,train_images/404602713/2886229355,train_images/404602713/1230697721
408455883,2293150132,train_images/408455883/2293150132,train_images/408455883/1016159409,train_images/408455883/809698496
409514453,328123155,train_images/409514453/328123155,train_images/409514453/3228360621,train_images/409514453/3748161653
413910863,144937296,train_images/413910863/144937296,train_images/413910863/2848069501,train_images/413910863/1297434922
414452265,2484257132,train_images/414452265/2484257132,train_images/414452265/850125745,train_images/414452265/3395671134
416503281,260886673,train_images/416503281/260886673,train_images/416503281/4057062620,train_images/416503281/238042023
416521027,1537073204,train_images/416521027/1537073204,train_images/416521027/2597582307,train_images/416521027/665641441
424882323,2458787277,train_images/424882323/2458787277,train_images/424882323/1394855117,train_images/424882323/392834149
425970461,201607168,train_images/425970461/201607168,train_images/425970461/3978433476,train_images/425970461/8693307
427598893,440074453,train_images/427598893/440074453,train_images/427598893/3252281707,train_images/427598893/2876358977
428900736,167587595,train_images/428900736/167587595,train_images/428900736/193312628,train_images/428900736/371595893
434221231,2640047925,train_images/434221231/2640047925,train_images/434221231/2895570995,train_images/434221231/3697211146
434249980,4249019032,train_images/434249980/4249019032,train_images/434249980/4030716397,train_images/434249980/3990865967
434488359,4025880011,train_images/434488359/4025880011,train_images/434488359/1481750754,train_images/434488359/152760150
435244060,545457110,train_images/435244060/545457110,train_images/435244060/1527592625,train_images/435244060/370862945
435973854,579171714,train_images/435973854/579171714,train_images/435973854/272689990,train_images/435973854/2598663463
436916913,2762543986,train_images/436916913/2762543986,train_images/436916913/3871363998,train_images/436916913/3312425806
442325762,1672328565,train_images/442325762/1672328565,train_images/442325762/2884126114,train_images/442325762/2164453861
442693546,2079678407,train_images/442693546/2079678407,train_images/442693546/2428216054,train_images/442693546/4240191638
443364658,2872537851,train_images/443364658/2872537851,train_images/443364658/2892246766,train_images/443364658/1356692744
448315026,1593050535,train_images/448315026/1593050535,train_images/448315026/2993193914,train_images/448315026/1521334190
449609770,3568214482,train_images/449609770/3568214482,train_images/449609770/1679169517,train_images/449609770/103199283
450154999,1621073667,train_images/450154999/1621073667,train_images/450154999/1116093161,train_images/450154999/3382678010
450306455,1130942780,train_images/450306455/1130942780,train_images/450306455/3234055731,train_images/450306455/252911129
454297464,2627844215,train_images/454297464/2627844215,train_images/454297464/45250226,train_images/454297464/352177104
455813081,1307127963,train_images/455813081/1307127963,train_images/455813081/2426521082,train_images/455813081/82012902
458625588,3734938656,train_images/458625588/3734938656,train_images/458625588/1542213457,train_images/458625588/820917372
462494704,2694603646,train_images/462494704/2694603646,train_images/462494704/682162323,train_images/462494704/414145483
473465726,1657538009,train_images/473465726/1657538009,train_images/473465726/2791294349,train_images/473465726/3680564641
476210376,4100268756,train_images/476210376/4100268756,train_images/476210376/3077475641,train_images/476210376/815440237
476931212,987017544,train_images/476931212/987017544,train_images/476931212/2439702895,train_images/476931212/3237014582
478913051,177698351,train_images/478913051/177698351,train_images/478913051/3560850751,train_images/478913051/4100749378
480042730,1448098180,train_images/480042730/1448098180,train_images/480042730/3967494416,train_images/480042730/2250935329
480338765,782942920,train_images/480338765/782942920,train_images/480338765/1841809437,train_images/480338765/4224193467
481259017,573779064,train_images/481259017/573779064,train_images/481259017/2981632431,train_images/481259017/3736130790
481397395,3526554129,train_images/481397395/3526554129,train_images/481397395/1853699375,train_images/481397395/2534706840
482624307,4246854543,train_images/482624307/4246854543,train_images/482624307/3316156202,train_images/482624307/3535782770
489097547,107117561,train_images/489097547/107117561,train_images/489097547/2666888656,train_images/489097547/3808947344
490052995,3004013048,train_images/490052995/3004013048,train_images/490052995/2121384624,train_images/490052995/613007806
491250714,613508131,train_images/491250714/613508131,train_images/491250714/3006601672,train_images/491250714/4212608450
492697281,492402754,train_images/492697281/492402754,train_images/492697281/1082839900,train_images/492697281/1667589476
493511651,2392655686,train_images/493511651/2392655686,train_images/493511651/2203685199,train_images/493511651/3453827086
497870715,4278443561,train_images/497870715/4278443561,train_images/497870715/2901152661,train_images/497870715/407097711
498998339,2863450102,train_images/498998339/2863450102,train_images/498998339/137415036,train_images/498998339/2893141242
504362668,2047778065,train_images/504362668/2047778065,train_images/504362668/2580429871,train_images/504362668/4031652250
508689205,1800625940,train_images/508689205/1800625940,train_images/508689205/3750403517,train_images/508689205/3814796699
511308298,3802564411,train_images/511308298/3802564411,train_images/511308298/1465005715,train_images/511308298/351950791
511857239,328178139,train_images/511857239/328178139,train_images/511857239/157870521,train_images/511857239/3133375696
512574384,2717566200,train_images/512574384/2717566200,train_images/512574384/3483151715,train_images/512574384/3129427216
513538670,787865846,train_images/513538670/787865846,train_images/513538670/3956109456,train_images/513538670/3328881488
520900899,3350709773,train_images/520900899/3350709773,train_images/520900899/2064652967,train_images/520900899/476643637
523411282,1665359586,train_images/523411282/1665359586,train_images/523411282/1769673490,train_images/523411282/675554419
524715563,2900908564,train_images/524715563/2900908564,train_images/524715563/3528705024,train_images/524715563/4211447816
525034566,2617399337,train_images/525034566/2617399337,train_images/525034566/2558329102,train_images/525034566/1954040280
526295265,4240670000,train_images/526295265/4240670000,train_images/526295265/360614113,train_images/526295265/1304805567
527598501,3800352180,train_images/527598501/3800352180,train_images/527598501/3964135527,train_images/527598501/1173299250
527878108,2136508477,train_images/527878108/2136508477,train_images/527878108/607870644,train_images/527878108/3247515476
532070032,2487365692,train_images/532070032/2487365692,train_images/532070032/2677606714,train_images/532070032/781684816
532925408,996418962,train_images/532925408/996418962,train_images/532925408/476707229,train_images/532925408/2129948260
536769497,205763519,train_images/536769497/205763519,train_images/536769497/1669548447,train_images/536769497/2449670321
542539438,1928564416,train_images/542539438/1928564416,train_images/542539438/1116069787,train_images/542539438/682730974
545140827,2792938333,train_images/545140827/2792938333,train_images/545140827/788048465,train_images/545140827/4080752687
560780529,3070407533,train_images/560780529/3070407533,train_images/560780529/4209235478,train_images/560780529/4132958688
566404205,2338629040,train_images/566404205/2338629040,train_images/566404205/2885797798,train_images/566404205/4216214352
566498560,2612547148,train_images/566498560/2612547148,train_images/566498560/246984709,train_images/566498560/3279960308
568440982,3269180601,train_images/568440982/3269180601,train_images/568440982/3280351328,train_images/568440982/2928567046
570403175,3391380384,train_images/570403175/3391380384,train_images/570403175/2797260988,train_images/570403175/2126221964
577198708,2819293057,train_images/577198708/2819293057,train_images/577198708/148534966,train_images/577198708/1109108600
581655354,4274403996,train_images/581655354/4274403996,train_images/581655354/3280289726,train_images/581655354/3097954255
582364168,3242313646,train_images/582364168/3242313646,train_images/582364168/712561428,train_images/582364168/1121911024
591481876,11338984,train_images/591481876/11338984,train_images/591481876/2443179953,train_images/591481876/1080014663
594735110,4075111689,train_images/594735110/4075111689,train_images/594735110/3717729365,train_images/594735110/408469134
596819592,41185747,train_images/596819592/41185747,train_images/596819592/1781417120,train_images/596819592/4059999508
597329259,1674401540,train_images/597329259/1674401540,train_images/597329259/308142562,train_images/597329259/3308149973
597752094,3862128958,train_images/597752094/3862128958,train_images/597752094/140259366,train_images/597752094/1168214425
603095830,133192752,train_images/603095830/133192752,train_images/603095830/553058194,train_images/603095830/77460261
607343607,918340269,train_images/607343607/918340269,train_images/607343607/3523924839,train_images/607343607/1201721154
607371793,931396619,train_images/607371793/931396619,train_images/607371793/462456006,train_images/607371793/989500708
607436629,2718986364,train_images/607436629/2718986364,train_images/607436629/4274490658,train_images/607436629/493360101
610806768,1179532091,train_images/610806768/1179532091,train_images/610806768/2322339467,train_images/610806768/1872649510
613162088,48029401,train_images/613162088/48029401,train_images/613162088/4089223112,train_images/613162088/1595229888
618246392,2065047910,train_images/618246392/2065047910,train_images/618246392/3236068938,train_images/618246392/4091501061
619016806,3813299293,train_images/619016806/3813299293,train_images/619016806/2912861444,train_images/619016806/542219268
619178879,728507284,train_images/619178879/728507284,train_images/619178879/444959251,train_images/619178879/3004309709
620889369,1536303914,train_images/620889369/1536303914,train_images/620889369/1450438585,train_images/620889369/3533475512
623720801,2297434480,train_images/623720801/2297434480,train_images/623720801/3039491975,train_images/623720801/2299750997
624472591,2680357755,train_images/624472591/2680357755,train_images/624472591/3620276777,train_images/624472591/2757854807
624497208,1805142839,train_images/624497208/1805142839,train_images/624497208/140024717,train_images/624497208/2606365715
624881903,1863255804,train_images/624881903/1863255804,train_images/624881903/1233161684,train_images/624881903/2166627888
625376596,338048129,train_images/625376596/338048129,train_images/625376596/3850831388,train_images/625376596/4277744309
626906174,2117953728,train_images/626906174/2117953728,train_images/626906174/1645381918,train_images/626906174/3362073405
627674897,1648415871,train_images/627674897/1648415871,train_images/627674897/2754789921,train_images/627674897/1821571657
634296400,1925738666,train_images/634296400/1925738666,train_images/634296400/2237523408,train_images/634296400/544118218
636068271,3210877266,train_images/636068271/3210877266,train_images/636068271/2430968279,train_images/636068271/997718232
638168241,2863294497,train_images/638168241/2863294497,train_images/638168241/3503909848,train_images/638168241/801865069
638284307,3018926795,train_images/638284307/3018926795,train_images/638284307/2545029910,train_images/638284307/1283697602
640323917,1695361344,train_images/640323917/1695361344,train_images/640323917/1796758907,train_images/640323917/2908974204
641070736,130546737,train_images/641070736/130546737,train_images/641070736/3573989834,train_images/641070736/2419004095
642715533,3541751675,train_images/642715533/3541751675,train_images/642715533/2855523941,train_images/642715533/894543178
647348777,3410712488,train_images/647348777/3410712488,train_images/647348777/4022545955,train_images/647348777/2305287738
647382626,613653886,train_images/647382626/613653886,train_images/647382626/3581222277,train_images/647382626/803248124
647971523,3135536259,train_images/647971523/3135536259,train_images/647971523/464949558,train_images/647971523/1738973577
652321402,3623016354,train_images/652321402/3623016354,train_images/652321402/3878252061,train_images/652321402/4215508666
652905669,2864558734,train_images/652905669/2864558734,train_images/652905669/3585001619,train_images/652905669/1685048128
660253947,4264830888,train_images/660253947/4264830888,train_images/660253947/509359750,train_images/660253947/4139407288
